query,query_lang,doc_lang,rank,doc_id,title,url,score,confidence,relevant
প্রধানমন্ত্রী,bn,en,42,329,"China, US seek Thailand-Cambodia ceasefire ahead of ASEAN meeting",https://dailynewnation.com/china-us-seek-thailand-cambodia-ceasefire-ahead-of-asean-meeting,5.8666,0.6808,
প্রধানমন্ত্রী,bn,en,43,985,Govt says they have no objection regarding Tarique’s return to Bangladesh,https://www.newagebd.net/post/politics/283640/govt-says-they-have-no-objection-regarding-tariques-return-to-bangladesh,5.8126,0.6745,
প্রধানমন্ত্রী,bn,en,44,1004,EU for averting Iraq war,https://www.thedailystar.net/news/eu-for-averting-iraq-war,5.8077,0.6739,
প্রধানমন্ত্রী,bn,en,45,1495,Admin cadres form body to press demands,https://www.thedailystar.net/news/admin-cadres-form-body-to-press-demands,5.7766,0.6703,
প্রধানমন্ত্রী,bn,en,46,481,UN decries detention of Pakistan ex-PM Khan’s wife,https://dailynewnation.com/un-decries-detention-of-pakistan-ex-pm-khans-wife,5.7528,0.6676,
প্রধানমন্ত্রী,bn,en,47,677,JCD leader stabbed to death in factional clash in Barishal,https://www.newagebd.net/post/politics/282574/jcd-leader-stabbed-to-death-in-factional-clash-in-barishal,5.6777,0.6588,
প্রধানমন্ত্রী,bn,en,48,1453,Call to protect parliamentary democracy,https://www.thedailystar.net/news/call-to-protect-parliamentary-democracy,5.6504,0.6557,
প্রধানমন্ত্রী,bn,en,49,377,Four civilians killed in Afghan-Pakistan border clash,https://dailynewnation.com/four-civilians-killed-in-afghan-pakistan-border-clash,5.5252,0.6412,
প্রধানমন্ত্রী,bn,en,50,731,UK govt borrowing highest since Covid pandemic,https://www.newagebd.net/post/economy/276529/uk-govt-borrowing-highest-since-covid-pandemic,5.5242,0.6410,
প্রধানমন্ত্রী,bn,bn,1,2261,"আন্তর্জাতিক গণমাধ্যমে তারেক রহমানের দেশে ফেরার খবর, ‘সম্ভাব্য প্রধানমন্ত্রী’ বলে উল্লেখ",https://www.prothomalo.com/bangladesh/b0jmnw72df,6.0456,0.7015,
প্রধানমন্ত্রী,bn,bn,2,2887,খালেদা জিয়ার প্রতি শ্রদ্ধা রাজনাথ সিংয়ের,https://www.prothomalo.com/bangladesh/khaaledaa-jiyyaar-prti-shrddhaa-raajnaath-sinyyer,5.7761,0.6703,
প্রধানমন্ত্রী,bn,bn,3,2503,একাত্তরের অমীমাংসিত সমস্যা মীমাংসা করুন: পাকিস্তানের প্রধানমন্ত্রীর প্রতি প্রধান উপদেষ্টা,https://www.prothomalo.com/bangladesh/55dkx0eyf8,5.6784,0.6589,
প্রধানমন্ত্রী,bn,bn,4,2898,খালেদা জিয়ার মৃত্যুতে শোক লিটন–মিরাজদের,https://www.prothomalo.com/sports/cricket/qjx5rgfmk1,5.6400,0.6545,
প্রধানমন্ত্রী,bn,bn,5,2212,স্মার্ট সিটি বাস্তবায়নে কাজ শুরু করেছে দক্ষিণ সিটি: তাপস,https://www.prothomalo.com/bangladesh/uqte8yx2d9,5.5224,0.6408,
প্রধানমন্ত্রী,bn,bn,6,2907,সরকার আদালতে হস্তক্ষেপ করতে পারে না: ইউনূস প্রসঙ্গে হাছান মাহমুদ,https://www.prothomalo.com/bangladesh/aiogud2l72,5.0598,0.5871,
প্রধানমন্ত্রী,bn,bn,7,2016,জনগণই সিদ্ধান্ত নেবে কাকে তারা নির্বাচিত করবে: প্রধানমন্ত্রী,https://www.prothomalo.com/bangladesh/gtepqcrjy6,4.9997,0.5802,
প্রধানমন্ত্রী,bn,bn,8,2002,সেই শিখ নেতা পান্নুনের বিরুদ্ধে গুজরাটে এফআইআর,https://www.prothomalo.com/world/india/l8uum8swqx,4.8965,0.5682,
প্রধানমন্ত্রী,bn,bn,9,2926,খালেদা জিয়ার জানাজাস্থলে জড়ো হচ্ছে মানুষ,https://www.prothomalo.com/bangladesh/khaaledaa-jiyyaar-jaanaajaasthle-jrro-hcche-maanuss,4.8534,0.5632,
প্রধানমন্ত্রী,bn,bn,10,2767,নরেন্দ্র মোদিকে হত্যার হুমকি দিয়ে সমালোচনায় কংগ্রেস নেতা,https://www.prothomalo.com/world/india/hx7nngyhnc,4.8348,0.5610,
প্রধানমন্ত্রী,bn,bn,11,2752,"যৌনকর্মীর কাজ করার কথা স্বীকার করে ক্যারিয়ার তছনছ, নেপালের ঘটনায় আলোচনায় সেই অভিনেত্রী",https://www.prothomalo.com/entertainment/bollywood/wc277ii95n,4.8213,0.5595,
প্রধানমন্ত্রী,bn,bn,12,2338,ধানের শীষের সমর্থনে নির্বাচন থেকে সরে দাঁড়ানোর ঘোষণা একরামুজ্জামানের,https://www.prothomalo.com/bangladesh/district/huwt8ss5vo,4.7021,0.5456,
প্রধানমন্ত্রী,bn,bn,13,2095,নেপালের রাজনৈতিক সংকটে তরুণদের প্রিয় কে এই বালেন শাহ,https://www.prothomalo.com/world/asia/f1evdozhjb,4.6686,0.5417,
প্রধানমন্ত্রী,bn,bn,14,2968,ইসরায়েলের প্রধানমন্ত্রী নেতানিয়াহুর ওপর ভ্রমণনিষেধাজ্ঞা আরোপ করল স্লোভেনিয়া,https://www.prothomalo.com/world/europe/olipl4v4zd,4.6469,0.5392,
প্রধানমন্ত্রী,bn,bn,15,2477,পাহাড় থেকে পড়ে আহত জেমিমা গোল্ডস্মিথ,https://www.prothomalo.com/world/europe/u0da7wmldj,4.6143,0.5354,
প্রধানমন্ত্রী,bn,bn,16,2330,কানাডায় কেন ট্রুডো যুগের অবসান হতে যাচ্ছে,https://www.prothomalo.com/world/bdz3ge84zw,4.5522,0.5282,
প্রধানমন্ত্রী,bn,bn,17,2780,দক্ষিণ এশিয়ায় নতুন রাজনীতির সম্ভাবনা,https://www.prothomalo.com/opinion/column/42u06c2vqe,4.4626,0.5178,
প্রধানমন্ত্রী,bn,bn,18,2921,গাজায় যুদ্ধবিরতি নিয়ে আলোচনা করতে কায়রোয় হামাসপ্রধান,https://www.prothomalo.com/world/middle-east/7vvaqij2v2,4.4529,0.5167,
প্রধানমন্ত্রী,bn,bn,19,2494,খালেদা জিয়াকে দেখতে এভারকেয়ার হাসপাতালে জুবাইদা রহমান,https://www.prothomalo.com/bangladesh/o0kk6p21o3,4.4230,0.5132,
প্রধানমন্ত্রী,bn,bn,20,2563,চট্টগ্রাম বিশ্ববিদ্যালয়ে খালেদা জিয়ার গায়েবানা জানাজা অনুষ্ঠিত,https://www.prothomalo.com/bangladesh/district/m43s9qk142,4.3071,0.4998,
প্রধানমন্ত্রী,bn,bn,21,2928,খালেদা জিয়ার সংগ্রামী জীবন নিয়ে আজ ঢাকায় আলোকচিত্র প্রদর্শনী শুরু হচ্ছে,https://www.prothomalo.com/bangladesh/capital/hjjepcxmn1,4.3030,0.4993,
প্রধানমন্ত্রী,bn,bn,22,2442,খুলনায় বিএনপি নেতা হত্যা মামলায় আওয়ামী লীগ নেতা গ্রেপ্তার,https://www.prothomalo.com/bangladesh/district/ewf56xmz7o,4.1933,0.4866,
প্রধানমন্ত্রী,bn,bn,23,2274,প্রধান উপদেষ্টার সঙ্গে পাকিস্তানের স্পিকার ও নেপালের পররাষ্ট্রমন্ত্রীর সাক্ষাৎ,https://www.prothomalo.com/bangladesh/hwuen0r33d,4.1405,0.4805,
প্রধানমন্ত্রী,bn,bn,24,2072,খালেদা জিয়ার আপসহীন ভূমিকা ইতিহাসে স্মরণীয় হয়ে থাকবে: রাষ্ট্রপতি,https://www.prothomalo.com/bangladesh/hkwywa75iw,4.0975,0.4755,
প্রধানমন্ত্রী,bn,bn,25,2195,ট্রাম্পের সঙ্গে সম্পর্ক ছিন্ন করার সাহস নেই মোদির,https://www.prothomalo.com/opinion/column/lou898qop9,4.0924,0.4749,
প্রধানমন্ত্রী,bn,bn,26,2996,ট্রাম্পের ‘শান্তি পর্ষদে’ পুতিনকে আমন্ত্রণ,https://www.prothomalo.com/world/usa/aysp4co35y,4.0674,0.4720,
প্রধানমন্ত্রী,bn,bn,27,2239,"বিপিএলের আজকের দুই ম্যাচ কখন, নতুন টিকিট কি লাগবে",https://www.prothomalo.com/sports/cricket/xpo54nizo4,4.0305,0.4677,
প্রধানমন্ত্রী,bn,bn,28,2267,"খালেদা জিয়ার মৃত্যুতে বিভিন্ন সংগঠন, বিশিষ্ট ব্যক্তি ও প্রতিষ্ঠানের শোক",https://www.prothomalo.com/bangladesh/qns1kkmxw5,3.9970,0.4638,
প্রধানমন্ত্রী,bn,bn,29,2950,খালেদা জিয়ার মৃত্যুতে শাহবাজ শরিফ ও ইসহাক দারের শোক,https://www.prothomalo.com/world/pakistan/k8k4osn4u9,3.9898,0.4630,
প্রধানমন্ত্রী,bn,bn,30,2810,গুমের মামলায় শেখ হাসিনার বিরুদ্ধে গ্রেপ্তারি পরোয়ানা,https://www.prothomalo.com/bangladesh/ed9ubyaemg,3.9852,0.4624,
প্রধানমন্ত্রী,bn,bn,31,2754,সোলায়মান ও আজাদুল আবারও চুয়াডাঙ্গা জেলা আ.লীগের নেতৃত্বে,https://www.prothomalo.com/bangladesh/district/aj26qoze6h,3.9218,0.4551,
প্রধানমন্ত্রী,bn,bn,32,2412,আদিয়ালা কারাগারে ইমরান খান,https://www.prothomalo.com/world/pakistan/87us9psmqj,3.7051,0.4299,
প্রধানমন্ত্রী,bn,bn,33,2184,সকালেই পড়ুন আলোচিত ৫ খবর,https://www.prothomalo.com/bangladesh/ji4m54lu4u,3.4522,0.4006,
প্রধানমন্ত্রী,bn,bn,34,2771,বাংলাদেশের সঙ্গে যৌথ উদ্যোগে প্রতিরক্ষা সরঞ্জাম উৎপাদনে আগ্রহী ভারত,https://www.prothomalo.com/bangladesh/x6l7ezhu5u,3.3812,0.3924,
প্রধানমন্ত্রী,bn,bn,35,2987,নেপালে বিক্ষোভ: মনীষা কৈরালারাসহ আরও যেসব তারকার সমর্থন,https://www.prothomalo.com/entertainment/bollywood/ltdq7j20tv,3.3468,0.3884,
প্রধানমন্ত্রী,bn,bn,36,2026,‘আমি নিজেকে একজন সামান্য মানুষ বলেই মনে করি’,https://www.prothomalo.com/opinion/column/msceuhoavz,3.3139,0.3846,
প্রধানমন্ত্রী,bn,bn,37,2697,সকালেই পড়ুন আলোচিত ৫ খবর,https://www.prothomalo.com/bangladesh/9zql4kawtg,3.2423,0.3762,
প্রধানমন্ত্রী,bn,bn,38,2999,সন্ধ্যায় সারা দিনের খবর,https://www.prothomalo.com/bangladesh/2xnzi4xk57,3.2264,0.3744,
প্রধানমন্ত্রী,bn,bn,39,2923,"ডিপজল আবার রাজনীতির মাঠে, এবার বিএনপির ব্যানারে",https://www.prothomalo.com/entertainment/dhallywood/ri1dp6ai33,3.2051,0.3719,
প্রধানমন্ত্রী,bn,bn,40,2532,খালেদা জিয়ার মরদেহ এভারকেয়ার থেকে যে পথে নেওয়া হবে জাতীয় সংসদের দক্ষিণ প্লাজায়,https://www.prothomalo.com/bangladesh/p6ourbdnld,3.1796,0.3690,
প্রধানমন্ত্রী,bn,bn,41,2715,পাকিস্তানে প্রথমবারের মতো বিচারের মুখে সাবেক আইএসআই প্রধান,https://www.prothomalo.com/world/pakistan/cl5c4l9n29,3.1592,0.3666,
প্রধানমন্ত্রী,bn,bn,42,2586,জাবেদ পাটোয়ারী ও মিহির কান্তি মজুমদারের পাসপোর্ট বাতিল,https://www.prothomalo.com/bangladesh/nzcwm7dyru,3.1441,0.3648,
প্রধানমন্ত্রী,bn,bn,43,2263,সকালেই পড়ুন আলোচিত ৫ খবর,https://www.prothomalo.com/bangladesh/t60tdnd3gt,3.0948,0.3591,
প্রধানমন্ত্রী,bn,bn,44,2093,শেখ হাসিনা ও জয়ের বিরুদ্ধে ইন্টারপোলের রেড নোটিশ চেয়ে দুদকের চিঠি,https://www.prothomalo.com/bangladesh/ltgykkf6ua,3.0565,0.3547,
প্রধানমন্ত্রী,bn,bn,45,2204,মোদিকে নিয়ে ট্রাম্পের আক্রমণাত্মক মন্তব্যের পরও কেন নয়াদিল্লি চুপ,https://www.prothomalo.com/world/india/tbl1omf8ma,3.0188,0.3503,
প্রধানমন্ত্রী,bn,bn,46,2732,"পঁচিশে পঁচিশ, যা নিয়ে আলোচনা হয় দেশজুড়ে",https://www.prothomalo.com/bangladesh/c2g4c2anzs,3.0163,0.3500,
প্রধানমন্ত্রী,bn,bn,47,2538,গুমের ঘটনায় ঊর্ধ্বতনদের দায় এড়ানোর সুযোগ নেই,https://www.prothomalo.com/bangladesh/crime/hyhgyr1eqx,2.8905,0.3354,
প্রধানমন্ত্রী,bn,bn,48,2830,বিশ্বজুড়ে জেন-জি আবার রাজনীতিতে আশার আলো জ্বালাচ্ছে,https://www.prothomalo.com/opinion/column/lluofvxr2u,2.8263,0.3280,
প্রধানমন্ত্রী,bn,bn,49,2106,যে কারণে নতুন বন্ধু খুঁজছেন জার্মান চ্যান্সেলর,https://www.prothomalo.com/opinion/column/n096rh66us,2.7230,0.3160,
প্রধানমন্ত্রী,bn,bn,50,2420,"দিলজিতের টিকিট চাইলেন ভক্ত, এরপর...",https://www.prothomalo.com/entertainment/song/j6eujgbb99,2.6935,0.3126,
prime minister,en,bn,1,2261,"আন্তর্জাতিক গণমাধ্যমে তারেক রহমানের দেশে ফেরার খবর, ‘সম্ভাব্য প্রধানমন্ত্রী’ বলে উল্লেখ",https://www.prothomalo.com/bangladesh/b0jmnw72df,12.0912,1.0000,
prime minister,en,bn,2,2887,খালেদা জিয়ার প্রতি শ্রদ্ধা রাজনাথ সিংয়ের,https://www.prothomalo.com/bangladesh/khaaledaa-jiyyaar-prti-shrddhaa-raajnaath-sinyyer,11.5521,0.9554,
prime minister,en,bn,3,2503,একাত্তরের অমীমাংসিত সমস্যা মীমাংসা করুন: পাকিস্তানের প্রধানমন্ত্রীর প্রতি প্রধান উপদেষ্টা,https://www.prothomalo.com/bangladesh/55dkx0eyf8,11.3567,0.9393,
prime minister,en,bn,4,2898,খালেদা জিয়ার মৃত্যুতে শোক লিটন–মিরাজদের,https://www.prothomalo.com/sports/cricket/qjx5rgfmk1,11.2800,0.9329,
prime minister,en,bn,5,2212,স্মার্ট সিটি বাস্তবায়নে কাজ শুরু করেছে দক্ষিণ সিটি: তাপস,https://www.prothomalo.com/bangladesh/uqte8yx2d9,11.0448,0.9135,
prime minister,en,bn,6,2907,সরকার আদালতে হস্তক্ষেপ করতে পারে না: ইউনূস প্রসঙ্গে হাছান মাহমুদ,https://www.prothomalo.com/bangladesh/aiogud2l72,10.1196,0.8369,
prime minister,en,bn,7,2016,জনগণই সিদ্ধান্ত নেবে কাকে তারা নির্বাচিত করবে: প্রধানমন্ত্রী,https://www.prothomalo.com/bangladesh/gtepqcrjy6,9.9995,0.8270,
prime minister,en,bn,8,2002,সেই শিখ নেতা পান্নুনের বিরুদ্ধে গুজরাটে এফআইআর,https://www.prothomalo.com/world/india/l8uum8swqx,9.7931,0.8099,
prime minister,en,bn,9,2926,খালেদা জিয়ার জানাজাস্থলে জড়ো হচ্ছে মানুষ,https://www.prothomalo.com/bangladesh/khaaledaa-jiyyaar-jaanaajaasthle-jrro-hcche-maanuss,9.7069,0.8028,
prime minister,en,bn,10,2767,নরেন্দ্র মোদিকে হত্যার হুমকি দিয়ে সমালোচনায় কংগ্রেস নেতা,https://www.prothomalo.com/world/india/hx7nngyhnc,9.6696,0.7997,
prime minister,en,bn,11,2752,"যৌনকর্মীর কাজ করার কথা স্বীকার করে ক্যারিয়ার তছনছ, নেপালের ঘটনায় আলোচনায় সেই অভিনেত্রী",https://www.prothomalo.com/entertainment/bollywood/wc277ii95n,9.6427,0.7975,
prime minister,en,bn,12,2338,ধানের শীষের সমর্থনে নির্বাচন থেকে সরে দাঁড়ানোর ঘোষণা একরামুজ্জামানের,https://www.prothomalo.com/bangladesh/district/huwt8ss5vo,9.4041,0.7778,
prime minister,en,bn,13,2095,নেপালের রাজনৈতিক সংকটে তরুণদের প্রিয় কে এই বালেন শাহ,https://www.prothomalo.com/world/asia/f1evdozhjb,9.3371,0.7722,
prime minister,en,bn,14,2968,ইসরায়েলের প্রধানমন্ত্রী নেতানিয়াহুর ওপর ভ্রমণনিষেধাজ্ঞা আরোপ করল স্লোভেনিয়া,https://www.prothomalo.com/world/europe/olipl4v4zd,9.2938,0.7686,
prime minister,en,bn,15,2477,পাহাড় থেকে পড়ে আহত জেমিমা গোল্ডস্মিথ,https://www.prothomalo.com/world/europe/u0da7wmldj,9.2286,0.7633,
prime minister,en,bn,16,2330,কানাডায় কেন ট্রুডো যুগের অবসান হতে যাচ্ছে,https://www.prothomalo.com/world/bdz3ge84zw,9.1043,0.7530,
prime minister,en,bn,17,2780,দক্ষিণ এশিয়ায় নতুন রাজনীতির সম্ভাবনা,https://www.prothomalo.com/opinion/column/42u06c2vqe,8.9253,0.7382,
prime minister,en,bn,18,2921,গাজায় যুদ্ধবিরতি নিয়ে আলোচনা করতে কায়রোয় হামাসপ্রধান,https://www.prothomalo.com/world/middle-east/7vvaqij2v2,8.9058,0.7366,
prime minister,en,bn,19,2494,খালেদা জিয়াকে দেখতে এভারকেয়ার হাসপাতালে জুবাইদা রহমান,https://www.prothomalo.com/bangladesh/o0kk6p21o3,8.8459,0.7316,
prime minister,en,bn,20,2563,চট্টগ্রাম বিশ্ববিদ্যালয়ে খালেদা জিয়ার গায়েবানা জানাজা অনুষ্ঠিত,https://www.prothomalo.com/bangladesh/district/m43s9qk142,8.6142,0.7124,
prime minister,en,bn,21,2928,খালেদা জিয়ার সংগ্রামী জীবন নিয়ে আজ ঢাকায় আলোকচিত্র প্রদর্শনী শুরু হচ্ছে,https://www.prothomalo.com/bangladesh/capital/hjjepcxmn1,8.6060,0.7118,
prime minister,en,bn,22,2442,খুলনায় বিএনপি নেতা হত্যা মামলায় আওয়ামী লীগ নেতা গ্রেপ্তার,https://www.prothomalo.com/bangladesh/district/ewf56xmz7o,8.3865,0.6936,
prime minister,en,bn,23,2274,প্রধান উপদেষ্টার সঙ্গে পাকিস্তানের স্পিকার ও নেপালের পররাষ্ট্রমন্ত্রীর সাক্ষাৎ,https://www.prothomalo.com/bangladesh/hwuen0r33d,8.2809,0.6849,
prime minister,en,bn,24,2072,খালেদা জিয়ার আপসহীন ভূমিকা ইতিহাসে স্মরণীয় হয়ে থাকবে: রাষ্ট্রপতি,https://www.prothomalo.com/bangladesh/hkwywa75iw,8.1950,0.6778,
prime minister,en,bn,25,2195,ট্রাম্পের সঙ্গে সম্পর্ক ছিন্ন করার সাহস নেই মোদির,https://www.prothomalo.com/opinion/column/lou898qop9,8.1848,0.6769,
prime minister,en,bn,26,2996,ট্রাম্পের ‘শান্তি পর্ষদে’ পুতিনকে আমন্ত্রণ,https://www.prothomalo.com/world/usa/aysp4co35y,8.1347,0.6728,
prime minister,en,bn,27,2239,"বিপিএলের আজকের দুই ম্যাচ কখন, নতুন টিকিট কি লাগবে",https://www.prothomalo.com/sports/cricket/xpo54nizo4,8.0610,0.6667,
prime minister,en,bn,28,2267,"খালেদা জিয়ার মৃত্যুতে বিভিন্ন সংগঠন, বিশিষ্ট ব্যক্তি ও প্রতিষ্ঠানের শোক",https://www.prothomalo.com/bangladesh/qns1kkmxw5,7.9941,0.6611,
prime minister,en,bn,29,2950,খালেদা জিয়ার মৃত্যুতে শাহবাজ শরিফ ও ইসহাক দারের শোক,https://www.prothomalo.com/world/pakistan/k8k4osn4u9,7.9795,0.6599,
prime minister,en,bn,30,2810,গুমের মামলায় শেখ হাসিনার বিরুদ্ধে গ্রেপ্তারি পরোয়ানা,https://www.prothomalo.com/bangladesh/ed9ubyaemg,7.9704,0.6592,
prime minister,en,bn,31,2754,সোলায়মান ও আজাদুল আবারও চুয়াডাঙ্গা জেলা আ.লীগের নেতৃত্বে,https://www.prothomalo.com/bangladesh/district/aj26qoze6h,7.8437,0.6487,
prime minister,en,bn,32,2412,আদিয়ালা কারাগারে ইমরান খান,https://www.prothomalo.com/world/pakistan/87us9psmqj,7.4101,0.6129,
prime minister,en,bn,33,2184,সকালেই পড়ুন আলোচিত ৫ খবর,https://www.prothomalo.com/bangladesh/ji4m54lu4u,6.9044,0.5710,
prime minister,en,bn,34,2771,বাংলাদেশের সঙ্গে যৌথ উদ্যোগে প্রতিরক্ষা সরঞ্জাম উৎপাদনে আগ্রহী ভারত,https://www.prothomalo.com/bangladesh/x6l7ezhu5u,6.7625,0.5593,
