query,query_lang,doc_lang,rank,doc_id,title,url,score,confidence,relevant
প্রধানমন্ত্রী,bn,en,14,3874,Evening Brief,https://www.dhakatribune.com/brief/evening-brief/337370/evening-brief,7.8547,0.8750,
প্রধানমন্ত্রী,bn,en,15,4328,"Canada FM, Modi hold meeting in Delhi",https://www.newagebd.net/post/south%20asia/278939/canada-fm-modi-hold-meeting-in-delhi,7.8510,0.8746,
প্রধানমন্ত্রী,bn,en,16,2576,Pak PM to make 'private' India visit,https://www.thedailystar.net/news/pak-pm-to-make-private-india-visit,7.8288,0.8721,
প্রধানমন্ত্রী,bn,en,17,2899,Pakistan selects caretaker PM,https://www.thedailystar.net/news/pakistan-selects-caretaker-pm,7.6504,0.8522,
প্রধানমন্ত্রী,bn,en,18,3870,Evening Brief,https://www.dhakatribune.com/brief/evening-brief/337562/evening-brief,7.6345,0.8505,
প্রধানমন্ত্রী,bn,en,19,2615,"President, PM greet Myanmar leader",https://www.thedailystar.net/news/president-pm-greet-myanmar-leader,7.6262,0.8495,
প্রধানমন্ত্রী,bn,en,20,2609,Former President Biswas says,https://www.thedailystar.net/news/former-president-biswas-says,7.5863,0.8451,
প্রধানমন্ত্রী,bn,en,21,3871,Morning Brief,https://www.dhakatribune.com/brief/337506/morning-brief,7.5548,0.8416,
প্রধানমন্ত্রী,bn,en,22,4844,"China's Xi calls for 'equal, multipolar world' as he meets Uruguay leader",https://www.tbsnews.net/worldbiz/china/chinas-xi-calls-equal-multipolar-world-he-meets-uruguay-leader-1350961,7.4738,0.8326,
প্রধানমন্ত্রী,bn,en,23,3390,Iraq’s political future in limbo as factions vie for power,https://dailynewnation.com/iraqs-political-future-in-limbo-as-factions-vie-for-power,7.4180,0.8263,
প্রধানমন্ত্রী,bn,en,24,2941,FM urges BNP chief to shun destructive politics,https://www.thedailystar.net/news/fm-urges-bnp-chief-to-shun-destructive-politics,7.3840,0.8225,
প্রধানমন্ত্রী,bn,en,25,2782,PM comment undemocratic: Fakhrul,https://www.thedailystar.net/news/pm-comment-undemocratic-fakhrul,7.3739,0.8214,
প্রধানমন্ত্রী,bn,en,26,3864,PM Hasina urges all to stop decorative light use to save electricity,https://www.dhakatribune.com/bangladesh/290330/pm-hasina-urges-all-to-stop-decorative-light-use,7.3739,0.8214,
প্রধানমন্ত্রী,bn,en,27,2505,Tk 210 crore BSCIC park in Munsiganj on the cards,https://www.thedailystar.net/news/tk-210-crore-bscic-park-in-munsiganj-on-the-cards,7.3513,0.8189,
প্রধানমন্ত্রী,bn,en,28,4076,NCT deal exceeds interim govt mandate: petitioner,https://www.newagebd.net/post/country/283200/nct-deal-exceeds-interim-govt-mandate-petitioner,7.2353,0.8060,
প্রধানমন্ত্রী,bn,en,29,3817,Dhaka proposes US to bring money to defeat China,https://www.dhakatribune.com/bangladesh/foreign-affairs/329299/dhaka-proposes-us-to-bring-money-to-defeat-china,7.2000,0.8021,
প্রধানমন্ত্রী,bn,en,30,3333,Trump renews call to take over Greenland despite strong objections,https://dailynewnation.com/trump-renews-call-to-take-over-greenland-despite-strong-objections,7.1896,0.8009,
প্রধানমন্ত্রী,bn,en,31,4167,AI gets centre stage at China–ASEAN Expo,https://www.newagebd.net/post/miscellany/276392/ai-gets-centre-stage-at-chinaasean-expo,7.1541,0.7969,
প্রধানমন্ত্রী,bn,en,32,2544,Khaleda blames it on AL,https://www.thedailystar.net/news/khaleda-blames-it-on-al,7.1367,0.7950,
প্রধানমন্ত্রী,bn,en,33,3755,Prerequisite to a free and fair election?,https://www.dhakatribune.com/opinion/op-ed/149986/prerequisite-to-a-free-and-fair-election,7.1284,0.7941,
প্রধানমন্ত্রী,bn,en,34,2825,Hasina-Khaleda talks: Plea for special bench,https://www.thedailystar.net/news/hasina-khaleda-talks-plea-for-special-bench,7.1194,0.7931,
প্রধানমন্ত্রী,bn,en,35,2861,First day of Ramadan today,https://www.thedailystar.net/news/first-day-of-ramadan-today,7.0404,0.7843,
প্রধানমন্ত্রী,bn,en,36,2570,JUTA's rejoinder and Star's reply,https://www.thedailystar.net/news/jutas-rejoinder-and-stars-reply,7.0284,0.7829,
প্রধানমন্ত্রী,bn,en,37,4545,Opposition lawmakers slam health minister for ‘failure’ to tackle Covid-19,https://www.tbsnews.net/bangladesh/opposition-lawmakers-slam-health-minister-failure-tackle-covid-19-100156,7.0109,0.7810,
প্রধানমন্ত্রী,bn,en,38,4161,ICT to examine if ex-IGP Mamun eligible to be state evidence,https://www.newagebd.net/post/country/279909/ict-to-examine-if-ex-igp-mamun-eligible-to-be-state-evidence,6.9917,0.7788,
প্রধানমন্ত্রী,bn,en,39,3904,"FM Momen recalls 9/11, urges vigilance against terrorism",https://www.dhakatribune.com/bangladesh/foreign-affairs/325052/fm-momen-recalls-9-11-urges-vigilance-against,6.9025,0.7689,
প্রধানমন্ত্রী,bn,en,40,3872,Evening Brief,https://www.dhakatribune.com/brief/evening-brief/337457/evening-brief,6.8818,0.7666,
প্রধানমন্ত্রী,bn,en,41,3024,Thai PM dissolves parliament,https://dailynewnation.com/thai-pm-dissolves-parliament,6.8557,0.7637,
প্রধানমন্ত্রী,bn,en,42,3819,Minister: External powers can no longer strong-arm Bangladesh,https://www.dhakatribune.com/bangladesh/319186/minister-external-powers-can-no-longer-strong-arm,6.8518,0.7633,
প্রধানমন্ত্রী,bn,en,43,4610,Khulna Jute traders ask government to pay Tk130cr arrears dues,https://www.tbsnews.net/economy/industry/khulna-jute-traders-ask-government-pay-tk130cr-arrears-dues-106771,6.8241,0.7602,
প্রধানমন্ত্রী,bn,en,44,3405,"Imran Khan, wife given further jail terms after state gift fraud case",https://dailynewnation.com/imran-khan-wife-given-further-jail-terms-after-state-gift-fraud-case,6.8192,0.7596,
প্রধানমন্ত্রী,bn,en,45,2806,Hasina to visit Pirojpur today,https://www.thedailystar.net/news/hasina-to-visit-pirojpur-today,6.7935,0.7568,
প্রধানমন্ত্রী,bn,en,46,4663,UK’s Starmer tells Xi he wants ‘sophisticated’ ties with China,https://www.tbsnews.net/world/britains-starmer-seeks-fresh-start-china-economic-wins-1346896,6.7381,0.7506,
প্রধানমন্ত্রী,bn,en,47,4390,"Nepal PM holds first talks since protests with parties, ‘Gen Z’",https://www.newagebd.net/post/south-asia/280689/nepal-pm-holds-first-talks-since-protests-with-parties-gen-z,6.7319,0.7499,
প্রধানমন্ত্রী,bn,en,48,3392,Nomination forms collected for Khaleda Zia,https://dailynewnation.com/nomination-forms-collected-for-khaleda-zia,6.6658,0.7425,
প্রধানমন্ত্রী,bn,en,49,4313,"25 Interpol red notices sought, 4 issued",https://www.newagebd.net/post/country/277980/25-interpol-red-notices-sought-4-issued,6.6548,0.7413,
প্রধানমন্ত্রী,bn,en,50,2859,Bangabandhu Film City to built near capital,https://www.thedailystar.net/news/bangabandhu-film-city-to-built-near-capital,6.6511,0.7409,
প্রধানমন্ত্রী,bn,bn,1,317,জ্বালাও পোড়াও করেছে বলেই বিএনপি ভোট পায়নি: প্রধানমন্ত্রী,https://www.banglatribune.com/country/68067/%E0%A6%9C%E0%A7%8D%E0%A6%AC%E0%A6%BE%E0%A6%B2%E0%A6%BE%E0%A6%93-%E0%A6%AA%E0%A7%8B%E0%A7%9C%E0%A6%BE%E0%A6%93-%E0%A6%95%E0%A6%B0%E0%A7%87%E0%A6%9B%E0%A7%87-%E0%A6%AC%E0%A6%B2%E0%A7%87%E0%A6%87-%E0%A6%AC%E0%A6%BF%E0%A6%8F%E0%A6%A8%E0%A6%AA%E0%A6%BF-%E0%A6%AD%E0%A7%8B%E0%A6%9F-%E0%A6%AA%E0%A6%BE%E0%A7%9F%E0%A6%A8%E0%A6%BF,6.0842,0.6778,
প্রধানমন্ত্রী,bn,bn,2,74,টুঙ্গিপাড়ায় বঙ্গবন্ধুর সমাধিতে প্রধানমন্ত্রীর শ্রদ্ধা নিবেদন,https://www.banglatribune.com/country/68049/%E0%A6%9F%E0%A7%81%E0%A6%99%E0%A7%8D%E0%A6%97%E0%A6%BF%E0%A6%AA%E0%A6%BE%E0%A7%9C%E0%A6%BE%E0%A7%9F-%E0%A6%AC%E0%A6%99%E0%A7%8D%E0%A6%97%E0%A6%AC%E0%A6%A8%E0%A7%8D%E0%A6%A7%E0%A7%81%E0%A6%B0-%E0%A6%B8%E0%A6%AE%E0%A6%BE%E0%A6%A7%E0%A6%BF%E0%A6%A4%E0%A7%87-%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A6%A7%E0%A6%BE%E0%A6%A8%E0%A6%AE%E0%A6%A8%E0%A7%8D%E0%A6%A4%E0%A7%8D%E0%A6%B0%E0%A7%80%E0%A6%B0,5.8987,0.6571,
প্রধানমন্ত্রী,bn,bn,3,1761,"আন্তর্জাতিক গণমাধ্যমে তারেক রহমানের দেশে ফেরার খবর, ‘সম্ভাব্য প্রধানমন্ত্রী’ বলে উল্লেখ",https://www.prothomalo.com/bangladesh/b0jmnw72df,5.6572,0.6302,
প্রধানমন্ত্রী,bn,bn,4,817,"ট্রাম্পের শান্তি পর্ষদে কারা আছে, কারা নেই",https://www.bd-pratidin.com/international-news/2026/01/23/1208228,5.6557,0.6300,
প্রধানমন্ত্রী,bn,bn,5,21,শহীদ বুদ্ধিজীবীদের শ্রদ্ধা জানালেন রাষ্ট্রপতি ও প্রধানমন্ত্রী,https://www.banglatribune.com/country/60979/%E0%A6%B6%E0%A6%B9%E0%A7%80%E0%A6%A6-%E0%A6%AC%E0%A7%81%E0%A6%A6%E0%A7%8D%E0%A6%A7%E0%A6%BF%E0%A6%9C%E0%A7%80%E0%A6%AC%E0%A7%80%E0%A6%A6%E0%A7%87%E0%A6%B0-%E0%A6%B6%E0%A7%8D%E0%A6%B0%E0%A6%A6%E0%A7%8D%E0%A6%A7%E0%A6%BE-%E0%A6%9C%E0%A6%BE%E0%A6%A8%E0%A6%BE%E0%A6%B2%E0%A7%87%E0%A6%A8-%E0%A6%B0%E0%A6%BE%E0%A6%B7%E0%A7%8D%E0%A6%9F%E0%A7%8D%E0%A6%B0%E0%A6%AA%E0%A6%A4%E0%A6%BF-%E0%A6%93,5.6262,0.6267,
প্রধানমন্ত্রী,bn,bn,6,292,‘এতিম হওয়ার কষ্ট আমার চেয়ে কেউ বেশি জানে না’,https://www.banglatribune.com/country/66457/%E2%80%98%E0%A6%8F%E0%A6%A4%E0%A6%BF%E0%A6%AE-%E0%A6%B9%E0%A6%93%E0%A7%9F%E0%A6%BE%E0%A6%B0-%E0%A6%95%E0%A6%B7%E0%A7%8D%E0%A6%9F-%E0%A6%86%E0%A6%AE%E0%A6%BE%E0%A6%B0-%E0%A6%A5%E0%A7%87%E0%A6%95%E0%A7%87-%E0%A6%95%E0%A7%87%E0%A6%89-%E0%A6%AC%E0%A7%87%E0%A6%B6%E0%A6%BF-%E0%A6%9C%E0%A6%BE%E0%A6%A8%E0%A7%87-%E0%A6%A8%E0%A6%BE%E2%80%99,5.5440,0.6176,
প্রধানমন্ত্রী,bn,bn,7,126,জাতীয় স্মৃতিসৌধে প্রধানমন্ত্রী ও রাষ্ট্রপতির শ্রদ্ধা,https://www.banglatribune.com/country/62121/%E0%A6%9C%E0%A6%BE%E0%A6%A4%E0%A7%80%E0%A7%9F-%E0%A6%B8%E0%A7%8D%E0%A6%AE%E0%A7%83%E0%A6%A4%E0%A6%BF%E0%A6%B8%E0%A7%8C%E0%A6%A7%E0%A7%87-%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A6%A7%E0%A6%BE%E0%A6%A8%E0%A6%AE%E0%A6%A8%E0%A7%8D%E0%A6%A4%E0%A7%8D%E0%A6%B0%E0%A7%80-%E0%A6%93-%E0%A6%B0%E0%A6%BE%E0%A6%B7%E0%A7%8D%E0%A6%9F%E0%A7%8D%E0%A6%B0%E0%A6%AA%E0%A6%A4%E0%A6%BF%E0%A6%B0,5.3933,0.6008,
প্রধানমন্ত্রী,bn,bn,8,975,খালেদা জিয়ার মৃত্যুতে সমবেদনা জানিয়ে ভারতীয় পার্লামেন্টে নীরবতা পালন,https://www.bd-pratidin.com/national/2026/01/28/1210393,5.3786,0.5992,
প্রধানমন্ত্রী,bn,bn,9,2387,খালেদা জিয়ার প্রতি শ্রদ্ধা রাজনাথ সিংয়ের,https://www.prothomalo.com/bangladesh/khaaledaa-jiyyaar-prti-shrddhaa-raajnaath-sinyyer,5.3687,0.5981,
প্রধানমন্ত্রী,bn,bn,10,884,সংসদ বিলুপ্ত করলেন জাপানের প্রধানমন্ত্রী,https://www.bd-pratidin.com/international/2026/01/24/1208504,5.3350,0.5943,
প্রধানমন্ত্রী,bn,bn,11,2003,একাত্তরের অমীমাংসিত সমস্যা মীমাংসা করুন: পাকিস্তানের প্রধানমন্ত্রীর প্রতি প্রধান উপদেষ্টা,https://www.prothomalo.com/bangladesh/55dkx0eyf8,5.3231,0.5930,
প্রধানমন্ত্রী,bn,bn,12,2398,খালেদা জিয়ার মৃত্যুতে শোক লিটন–মিরাজদের,https://www.prothomalo.com/sports/cricket/qjx5rgfmk1,5.2855,0.5888,
প্রধানমন্ত্রী,bn,bn,13,1712,স্মার্ট সিটি বাস্তবায়নে কাজ শুরু করেছে দক্ষিণ সিটি: তাপস,https://www.prothomalo.com/bangladesh/uqte8yx2d9,5.1673,0.5756,
প্রধানমন্ত্রী,bn,bn,14,333,বিশাল সেতু নির্মাণে আমরাও যোগ্য- এটা প্রমাণিত: প্রধানমন্ত্রী,https://www.banglatribune.com/country/59695/%E0%A6%AC%E0%A6%BF%E0%A6%B6%E0%A6%BE%E0%A6%B2-%E0%A6%B8%E0%A7%87%E0%A6%A4%E0%A7%81-%E0%A6%A8%E0%A6%BF%E0%A6%B0%E0%A7%8D%E0%A6%AE%E0%A6%BE%E0%A6%A3%E0%A7%87-%E0%A6%86%E0%A6%AE%E0%A6%B0%E0%A6%BE%E0%A6%93-%E0%A6%AF%E0%A7%87%E0%A6%BE%E0%A6%97%E0%A7%8D%E0%A6%AF-%E0%A6%8F%E0%A6%9F%E0%A6%BE-%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A6%AE%E0%A6%BE%E0%A6%A3%E0%A6%BF%E0%A6%A4,5.1665,0.5755,
প্রধানমন্ত্রী,bn,bn,15,924,চীনের সঙ্গে সম্পর্ক উন্নয়ন ‘অত্যাবশ্যক’ : ব্রিটিশ প্রধানমন্ত্রী,https://www.bd-pratidin.com/international-news/2026/01/30/1210975,5.0056,0.5576,
প্রধানমন্ত্রী,bn,bn,16,510,চীনের সঙ্গে সম্পর্ক না রাখা বোকামি: ব্রিটিশ প্রধানমন্ত্রী,https://www.bd-pratidin.com/international-news/2026/01/31/1211370,4.9202,0.5481,
প্রধানমন্ত্রী,bn,bn,17,2407,সরকার আদালতে হস্তক্ষেপ করতে পারে না: ইউনূস প্রসঙ্গে হাছান মাহমুদ,https://www.prothomalo.com/bangladesh/aiogud2l72,4.7601,0.5303,
প্রধানমন্ত্রী,bn,bn,18,1516,জনগণই সিদ্ধান্ত নেবে কাকে তারা নির্বাচিত করবে: প্রধানমন্ত্রী,https://www.prothomalo.com/bangladesh/gtepqcrjy6,4.7191,0.5257,
প্রধানমন্ত্রী,bn,bn,19,1502,সেই শিখ নেতা পান্নুনের বিরুদ্ধে গুজরাটে এফআইআর,https://www.prothomalo.com/world/india/l8uum8swqx,4.6153,0.5141,
প্রধানমন্ত্রী,bn,bn,20,2252,"যৌনকর্মীর কাজ করার কথা স্বীকার করে ক্যারিয়ার তছনছ, নেপালের ঘটনায় আলোচনায় সেই অভিনেত্রী",https://www.prothomalo.com/entertainment/bollywood/wc277ii95n,4.5599,0.5080,
প্রধানমন্ত্রী,bn,bn,21,2267,নরেন্দ্র মোদিকে হত্যার হুমকি দিয়ে সমালোচনায় কংগ্রেস নেতা,https://www.prothomalo.com/world/india/hx7nngyhnc,4.5461,0.5064,
প্রধানমন্ত্রী,bn,bn,22,2426,খালেদা জিয়ার জানাজাস্থলে জড়ো হচ্ছে মানুষ,https://www.prothomalo.com/bangladesh/khaaledaa-jiyyaar-jaanaajaasthle-jrro-hcche-maanuss,4.5198,0.5035,
প্রধানমন্ত্রী,bn,bn,23,1838,ধানের শীষের সমর্থনে নির্বাচন থেকে সরে দাঁড়ানোর ঘোষণা একরামুজ্জামানের,https://www.prothomalo.com/bangladesh/district/huwt8ss5vo,4.4421,0.4948,
প্রধানমন্ত্রী,bn,bn,24,1595,নেপালের রাজনৈতিক সংকটে তরুণদের প্রিয় কে এই বালেন শাহ,https://www.prothomalo.com/world/asia/f1evdozhjb,4.4189,0.4923,
প্রধানমন্ত্রী,bn,bn,25,488,ত্বকী হত্যার বিচার চেয়ে শিখা প্রজ্বলন,https://www.banglatribune.com/country/68217/%E0%A6%A4%E0%A7%8D%E0%A6%AC%E0%A6%95%E0%A7%80-%E0%A6%B9%E0%A6%A4%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%B0-%E0%A6%AC%E0%A6%BF%E0%A6%9A%E0%A6%BE%E0%A6%B0-%E0%A6%9A%E0%A7%87%E0%A7%9F%E0%A7%87-%E0%A6%B6%E0%A6%BF%E0%A6%96%E0%A6%BE-%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A6%9C%E0%A7%8D%E0%A6%AC%E0%A6%B2%E0%A6%A8,4.4089,0.4911,
প্রধানমন্ত্রী,bn,bn,26,869,‘জাহাজ বাড়ি’ মামলায় শেখ হাসিনাসহ ৮ জনের বিরুদ্ধে অভিযোগ দাখিল,https://www.bd-pratidin.com/national/2026/01/29/1210619,4.3991,0.4900,
প্রধানমন্ত্রী,bn,bn,27,887,"ইরানে হামলার চেষ্টা, নেতানিয়াহুকে ট্রাম্পের বড় ধাক্কা",https://www.bd-pratidin.com/international-news/2026/02/02/1212442,4.3796,0.4879,
প্রধানমন্ত্রী,bn,bn,28,2468,ইসরায়েলের প্রধানমন্ত্রী নেতানিয়াহুর ওপর ভ্রমণনিষেধাজ্ঞা আরোপ করল স্লোভেনিয়া,https://www.prothomalo.com/world/europe/olipl4v4zd,4.3796,0.4879,
প্রধানমন্ত্রী,bn,bn,29,1977,পাহাড় থেকে পড়ে আহত জেমিমা গোল্ডস্মিথ,https://www.prothomalo.com/world/europe/u0da7wmldj,4.3506,0.4846,
প্রধানমন্ত্রী,bn,bn,30,684,ট্রাম্পকে পাত্তা না দিয়ে নিজের অবস্থানে অনড় কানাডার প্রধানমন্ত্রী,https://www.bd-pratidin.com/international-news/2026/01/28/1210284,4.3443,0.4839,
প্রধানমন্ত্রী,bn,bn,31,704,ফ্রান্সের সেই সিদ্ধান্তের পথে হাঁটছে আরও দুই দেশ,https://www.bd-pratidin.com/international-news/2026/02/04/1212919,4.3315,0.4825,
প্রধানমন্ত্রী,bn,bn,32,1830,কানাডায় কেন ট্রুডো যুগের অবসান হতে যাচ্ছে,https://www.prothomalo.com/world/bdz3ge84zw,4.3184,0.4810,
প্রধানমন্ত্রী,bn,bn,33,682,শহীদ জিয়া ও খালেদা জিয়ার কবরে মির্জা আব্বাসের শ্রদ্ধা,https://www.bd-pratidin.com/current-politics/2026/02/04/1212865,4.2842,0.4772,
প্রধানমন্ত্রী,bn,bn,34,2280,দক্ষিণ এশিয়ায় নতুন রাজনীতির সম্ভাবনা,https://www.prothomalo.com/opinion/column/42u06c2vqe,4.2340,0.4717,
প্রধানমন্ত্রী,bn,bn,35,1333,খালেদা জিয়ার স্বাস্থ্যের অবস্থা উন্নতির দিকে,https://www.dhakapost.com/politics/412488,4.2158,0.4696,
প্রধানমন্ত্রী,bn,bn,36,2421,গাজায় যুদ্ধবিরতি নিয়ে আলোচনা করতে কায়রোয় হামাসপ্রধান,https://www.prothomalo.com/world/middle-east/7vvaqij2v2,4.2068,0.4686,
প্রধানমন্ত্রী,bn,bn,37,1994,খালেদা জিয়াকে দেখতে এভারকেয়ার হাসপাতালে জুবাইদা রহমান,https://www.prothomalo.com/bangladesh/o0kk6p21o3,4.1801,0.4656,
প্রধানমন্ত্রী,bn,bn,38,2063,চট্টগ্রাম বিশ্ববিদ্যালয়ে খালেদা জিয়ার গায়েবানা জানাজা অনুষ্ঠিত,https://www.prothomalo.com/bangladesh/district/m43s9qk142,4.0764,0.4541,
প্রধানমন্ত্রী,bn,bn,39,151,এবার দেশকে রাজাকার মুক্ত করার দাবি,https://www.banglatribune.com/country/62163/%E0%A6%8F%E0%A6%AC%E0%A6%BE%E0%A6%B0-%E0%A6%A6%E0%A7%87%E0%A6%B6%E0%A6%95%E0%A7%87-%E0%A6%B0%E0%A6%BE%E0%A6%9C%E0%A6%BE%E0%A6%95%E0%A6%BE%E0%A6%B0-%E0%A6%AE%E0%A7%81%E0%A6%95%E0%A7%8D%E0%A6%A4-%E0%A6%95%E0%A6%B0%E0%A6%BE%E0%A6%B0-%E0%A6%A6%E0%A6%BE%E0%A6%AC%E0%A6%BF,4.0680,0.4532,
প্রধানমন্ত্রী,bn,bn,40,2428,খালেদা জিয়ার সংগ্রামী জীবন নিয়ে আজ ঢাকায় আলোকচিত্র প্রদর্শনী শুরু হচ্ছে,https://www.prothomalo.com/bangladesh/capital/hjjepcxmn1,4.0387,0.4499,
প্রধানমন্ত্রী,bn,bn,41,1942,খুলনায় বিএনপি নেতা হত্যা মামলায় আওয়ামী লীগ নেতা গ্রেপ্তার,https://www.prothomalo.com/bangladesh/district/ewf56xmz7o,3.9419,0.4391,
প্রধানমন্ত্রী,bn,bn,42,1483,রাতে হাসপাতালে নেওয়া হবে খালেদা জিয়াকে,https://www.dhakapost.com/politics/411671,3.9340,0.4382,
প্রধানমন্ত্রী,bn,bn,43,1231,হাসপাতালে খালেদা জিয়া,https://www.dhakapost.com/politics/411724,3.9262,0.4374,
প্রধানমন্ত্রী,bn,bn,44,1695,ট্রাম্পের সঙ্গে সম্পর্ক ছিন্ন করার সাহস নেই মোদির,https://www.prothomalo.com/opinion/column/lou898qop9,3.8993,0.4344,
প্রধানমন্ত্রী,bn,bn,45,1774,প্রধান উপদেষ্টার সঙ্গে পাকিস্তানের স্পিকার ও নেপালের পররাষ্ট্রমন্ত্রীর সাক্ষাৎ,https://www.prothomalo.com/bangladesh/hwuen0r33d,3.8952,0.4339,
প্রধানমন্ত্রী,bn,bn,46,1310,খালেদা জিয়ার জন্য এয়ার অ্যাম্বুলেন্স আসছে মঙ্গলবার সকাল ৮টায়,https://www.dhakapost.com/politics/415002,3.8722,0.4314,
প্রধানমন্ত্রী,bn,bn,47,2496,ট্রাম্পের ‘শান্তি পর্ষদে’ পুতিনকে আমন্ত্রণ,https://www.prothomalo.com/world/usa/aysp4co35y,3.8610,0.4301,
প্রধানমন্ত্রী,bn,bn,48,781,"আয়রন ডোম যুক্তরাষ্ট্রের, ইসরায়েলের নয়: ট্রাম্প",https://www.bd-pratidin.com/international-news/2026/01/22/1207921,3.8571,0.4297,
প্রধানমন্ত্রী,bn,bn,49,1572,খালেদা জিয়ার আপসহীন ভূমিকা ইতিহাসে স্মরণীয় হয়ে থাকবে: রাষ্ট্রপতি,https://www.prothomalo.com/bangladesh/hkwywa75iw,3.8571,0.4297,
প্রধানমন্ত্রী,bn,bn,50,649,"ইউক্রেনে যাত্রীবাহী ট্রেনে রাশিয়ার হামলা, নিহত ১২",https://www.bd-pratidin.com/international-news/2026/01/28/1210195,3.8346,0.4272,
prime minister,en,bn,1,317,জ্বালাও পোড়াও করেছে বলেই বিএনপি ভোট পায়নি: প্রধানমন্ত্রী,https://www.banglatribune.com/country/68067/%E0%A6%9C%E0%A7%8D%E0%A6%AC%E0%A6%BE%E0%A6%B2%E0%A6%BE%E0%A6%93-%E0%A6%AA%E0%A7%8B%E0%A7%9C%E0%A6%BE%E0%A6%93-%E0%A6%95%E0%A6%B0%E0%A7%87%E0%A6%9B%E0%A7%87-%E0%A6%AC%E0%A6%B2%E0%A7%87%E0%A6%87-%E0%A6%AC%E0%A6%BF%E0%A6%8F%E0%A6%A8%E0%A6%AA%E0%A6%BF-%E0%A6%AD%E0%A7%8B%E0%A6%9F-%E0%A6%AA%E0%A6%BE%E0%A7%9F%E0%A6%A8%E0%A6%BF,12.1684,1.0000,
prime minister,en,bn,2,74,টুঙ্গিপাড়ায় বঙ্গবন্ধুর সমাধিতে প্রধানমন্ত্রীর শ্রদ্ধা নিবেদন,https://www.banglatribune.com/country/68049/%E0%A6%9F%E0%A7%81%E0%A6%99%E0%A7%8D%E0%A6%97%E0%A6%BF%E0%A6%AA%E0%A6%BE%E0%A7%9C%E0%A6%BE%E0%A7%9F-%E0%A6%AC%E0%A6%99%E0%A7%8D%E0%A6%97%E0%A6%AC%E0%A6%A8%E0%A7%8D%E0%A6%A7%E0%A7%81%E0%A6%B0-%E0%A6%B8%E0%A6%AE%E0%A6%BE%E0%A6%A7%E0%A6%BF%E0%A6%A4%E0%A7%87-%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A6%A7%E0%A6%BE%E0%A6%A8%E0%A6%AE%E0%A6%A8%E0%A7%8D%E0%A6%A4%E0%A7%8D%E0%A6%B0%E0%A7%80%E0%A6%B0,11.7974,0.9695,
